id,name,set_name,pricecharting_id,pc_product_name,pc_console_name,name_score,set_score,reason
en-n1-86,Focus Band,Neo Genesis 1st Edition,762399,,,0.0,0.0,id_not_found
en-n1-87,Mary,Neo Genesis 1st Edition,762400,,,0.0,0.0,id_not_found
en-n1-90,Time Capsule,Neo Genesis 1st Edition,762403,,,0.0,0.0,id_not_found
en-n1-92,Card-Flip Game,Neo Genesis 1st Edition,762405,,,0.0,0.0,id_not_found
en-n1-93,Gold Berry,Neo Genesis 1st Edition,762406,,,0.0,0.0,id_not_found
en-n1-96,Professor Elm,Neo Genesis 1st Edition,762409,,,0.0,0.0,id_not_found
en-n1-97,Sprout Tower,Neo Genesis 1st Edition,762410,,,0.0,0.0,id_not_found
en-n2-14,Unown [A] Holo,Neo Discovery 1st Edition,762459,,,0.0,0.0,id_not_found
en-n2-15,Ursaring Holo,Neo Discovery 1st Edition,762468,,,0.0,0.0,id_not_found
en-n2-16,Wobbuffet Holo,Neo Discovery 1st Edition,762470,,,0.0,0.0,id_not_found
en-n2-19,Butterfree,Neo Discovery 1st Edition,762418,,,0.0,0.0,id_not_found
en-n2-2,Forretress Holo,Neo Discovery 1st Edition,762425,,,0.0,0.0,id_not_found
en-n2-21,Forretress,Neo Discovery 1st Edition,886572,,,0.0,0.0,id_not_found
en-n2-3,Hitmontop Holo,Neo Discovery 1st Edition,762427,,,0.0,0.0,id_not_found
en-n2-31,Tyranitar,Neo Discovery 1st Edition,886583,,,0.0,0.0,id_not_found
en-n2-32,Umbreon,Neo Discovery 1st Edition,886584,,,0.0,0.0,id_not_found
en-n2-34,Ursaring,Neo Discovery 1st Edition,886586,,,0.0,0.0,id_not_found
en-n2-35,Wobbuffet,Neo Discovery 1st Edition,886587,,,0.0,0.0,id_not_found
en-n2-39,Houndour,Neo Discovery 1st Edition,886576,,,0.0,0.0,id_not_found
en-n2-4,Houndoom Holo,Neo Discovery 1st Edition,762429,,,0.0,0.0,id_not_found
en-n2-42,Metapod,Neo Discovery 1st Edition,762439,,,0.0,0.0,id_not_found
en-n2-47,Unown [D],Neo Discovery 1st Edition,762460,,,0.0,0.0,id_not_found
en-n2-51,Unown [U],Neo Discovery 1st Edition,762467,,,0.0,0.0,id_not_found
en-n2-52,Xatu,Neo Discovery 1st Edition,762472,,,0.0,0.0,id_not_found
en-n2-53,Caterpie,Neo Discovery 1st Edition,762419,,,0.0,0.0,id_not_found
en-n2-59,Natu,Neo Discovery 1st Edition,762440,,,0.0,0.0,id_not_found
en-n2-6,Kabutops Holo,Neo Discovery 1st Edition,762434,,,0.0,0.0,id_not_found
en-n2-63,Sentret,Neo Discovery 1st Edition,762452,,,0.0,0.0,id_not_found
en-n2-66,Tyrogue,Neo Discovery 1st Edition,762457,,,0.0,0.0,id_not_found
en-n2-67,Unown [E],Neo Discovery 1st Edition,762461,,,0.0,0.0,id_not_found
en-n2-69,Unown [O],Neo Discovery 1st Edition,762466,,,0.0,0.0,id_not_found
en-n2-68,Unown [I],Neo Discovery 1st Edition,762463,,,0.0,0.0,id_not_found
en-n2-70,Weedle,Neo Discovery 1st Edition,762469,,,0.0,0.0,id_not_found
en-n2-73,Hyper Devolution Spray,Neo Discovery 1st Edition,762431,,,0.0,0.0,id_not_found
en-n3-1,Ampharos Holo,Neo Revelation 1st Edition,762494,,,0.0,0.0,id_not_found
en-n3-10,Magneton Holo,Neo Revelation 1st Edition,762517,,,0.0,0.0,id_not_found
en-n3-13,Raikou Holo,Neo Revelation 1st Edition,762530,,,0.0,0.0,id_not_found
en-n3-18,Ho-oh,Neo Revelation 1st Edition,762509,,,0.0,0.0,id_not_found
en-n3-19,Kingdra,Neo Revelation 1st Edition,762513,,,0.0,0.0,id_not_found
en-n3-2,Blissey Holo,Neo Revelation 1st Edition,762496,,,0.0,0.0,id_not_found
en-n3-22,Raikou,Neo Revelation 1st Edition,886592,,,0.0,0.0,id_not_found
en-n3-29,Golbat,Neo Revelation 1st Edition,762505,,,0.0,0.0,id_not_found
en-n3-32,Lanturn,Neo Revelation 1st Edition,762514,,,0.0,0.0,id_not_found
en-n3-34,Octillery,Neo Revelation 1st Edition,762520,,,0.0,0.0,id_not_found
en-n3-33,Magcargo,Neo Revelation 1st Edition,762516,,,0.0,0.0,id_not_found
en-n3-40,Unown [Y],Neo Revelation 1st Edition,762551,,,0.0,0.0,id_not_found
en-n3-41,Aipom,Neo Revelation 1st Edition,762493,,,0.0,0.0,id_not_found
en-n3-43,Farfetch'd,Neo Revelation 1st Edition,762502,,,0.0,0.0,id_not_found
en-n3-46,Murkrow,Neo Revelation 1st Edition,762519,,,0.0,0.0,id_not_found
en-n3-47,Paras,Neo Revelation 1st Edition,762522,,,0.0,0.0,id_not_found
en-n3-5,Delibird Holo,Neo Revelation 1st Edition,762500,,,0.0,0.0,id_not_found
en-n3-52,Skiploom,Neo Revelation 1st Edition,762538,,,0.0,0.0,id_not_found
en-n3-53,Slugma,Neo Revelation 1st Edition,762539,,,0.0,0.0,id_not_found
en-n3-57,Swinub,Neo Revelation 1st Edition,762548,,,0.0,0.0,id_not_found
en-n3-58,Unown [K],Neo Revelation 1st Edition,762550,,,0.0,0.0,id_not_found
en-n3-62,Pokemon Breeder Fields,Neo Revelation 1st Edition,762525,,,0.0,0.0,id_not_found
en-n3-65,Shining Gyarados Secret,Neo Revelation 1st Edition,762534,,,0.0,0.0,id_not_found
en-n3-66,Shining Magikarp Secret,Neo Revelation 1st Edition,762535,,,0.0,0.0,id_not_found
en-n3-8,Houndoom Holo,Neo Revelation 1st Edition,762510,,,0.0,0.0,id_not_found
en-n4-1,Dark Ampharos Holo,Neo Destiny 1st Edition,762557,,,0.0,0.0,id_not_found
en-n4-100,Lucky Stadium,Neo Destiny 1st Edition,762621,,,0.0,0.0,id_not_found
en-n4-105,Mail from Bill,Neo Destiny 1st Edition,762624,,,0.0,0.0,id_not_found
en-n4-106,Shining Celebi,Neo Destiny 1st Edition,762637,,,0.0,0.0,id_not_found
en-n4-11,Dark Tyranitar Holo,Neo Destiny 1st Edition,762580,,,0.0,0.0,id_not_found
en-n4-13,Light Azumarill Holo,Neo Destiny 1st Edition,762602,,,0.0,0.0,id_not_found
en-n4-12,Light Arcanine Holo,Neo Destiny 1st Edition,762601,,,0.0,0.0,id_not_found
en-n4-15,Light Togetic Holo,Neo Destiny 1st Edition,762617,,,0.0,0.0,id_not_found
en-n4-16,Miracle Energy,Neo Destiny 1st Edition,762627,,,0.0,0.0,id_not_found
en-n4-19,Dark Omastar,Neo Destiny 1st Edition,762573,,,0.0,0.0,id_not_found
en-n4-22,Light Dragonair,Neo Destiny 1st Edition,762604,,,0.0,0.0,id_not_found
en-n4-24,Light Ledian,Neo Destiny 1st Edition,762610,,,0.0,0.0,id_not_found
en-n4-28,Unown [H],Neo Destiny 1st Edition,762654,,,0.0,0.0,id_not_found
en-n4-34,Dark Flaaffy,Neo Destiny 1st Edition,762565,,,0.0,0.0,id_not_found
en-n4-35,Dark Forretress,Neo Destiny 1st Edition,762566,,,0.0,0.0,id_not_found
en-n4-36,Dark Haunter,Neo Destiny 1st Edition,762568,,,0.0,0.0,id_not_found
en-n4-37,Dark Omanyte,Neo Destiny 1st Edition,762572,,,0.0,0.0,id_not_found
en-n4-4,Dark Espeon Holo,Neo Destiny 1st Edition,762562,,,0.0,0.0,id_not_found
en-n4-40,Dark Wigglytuff,Neo Destiny 1st Edition,762582,,,0.0,0.0,id_not_found
en-n4-45,Light Dewgong,Neo Destiny 1st Edition,762603,,,0.0,0.0,id_not_found
en-n4-49,Light Machoke,Neo Destiny 1st Edition,762612,,,0.0,0.0,id_not_found
en-n4-55,Scyther,Neo Destiny 1st Edition,762635,,,0.0,0.0,id_not_found
en-n4-56,Togepi,Neo Destiny 1st Edition,762650,,,0.0,0.0,id_not_found
en-n4-57,Unown [C],Neo Destiny 1st Edition,762652,,,0.0,0.0,id_not_found
en-n4-58,Unown [P],Neo Destiny 1st Edition,762656,,,0.0,0.0,id_not_found
en-n4-61,Cyndaquil,Neo Destiny 1st Edition,762556,,,0.0,0.0,id_not_found
en-n4-62,Dark Octillery,Neo Destiny 1st Edition,762571,,,0.0,0.0,id_not_found
en-n4-67,Gligar,Neo Destiny 1st Edition,762590,,,0.0,0.0,id_not_found
en-n4-7,Dark Houndoom Holo,Neo Destiny 1st Edition,762569,,,0.0,0.0,id_not_found
en-n4-70,Larvitar,Neo Destiny 1st Edition,762599,,,0.0,0.0,id_not_found
en-n4-73,Machop,Neo Destiny 1st Edition,762622,,,0.0,0.0,id_not_found
en-n4-75,Mareep,Neo Destiny 1st Edition,762626,,,0.0,0.0,id_not_found
en-n4-77,Pineco,Neo Destiny 1st Edition,762629,,,0.0,0.0,id_not_found
en-n4-81,Seel,Neo Destiny 1st Edition,762636,,,0.0,0.0,id_not_found
en-n4-85,Totodile,Neo Destiny 1st Edition,762651,,,0.0,0.0,id_not_found
en-n4-86,Unown [L],Neo Destiny 1st Edition,762655,,,0.0,0.0,id_not_found
en-n4-9,Dark Scizor Holo,Neo Destiny 1st Edition,762577,,,0.0,0.0,id_not_found
en-n4-94,Impostor Professor Oak's Invention,Neo Destiny 1st Edition,762597,,,0.0,0.0,id_not_found
en-n4-93,EXP.ALL,Neo Destiny 1st Edition,762587,,,0.0,0.0,id_not_found
en-OBF-001,Oddish,Obsidian Flames,5605519,,,0.0,0.0,id_not_found
en-n4-99,Energy Stadium,Neo Destiny 1st Edition,762585,,,0.0,0.0,id_not_found
en-OBF-009,Foongus,Obsidian Flames,5605527,,,0.0,0.0,id_not_found
en-OBF-008,Combee,Obsidian Flames,5605526,,,0.0,0.0,id_not_found
en-OBF-015,Decidueye ex,Obsidian Flames,5605533,,,0.0,0.0,id_not_found
en-OBF-016,Bounsweet,Obsidian Flames,5605534,,,0.0,0.0,id_not_found
en-OBF-017,Steenee,Obsidian Flames,5605535,,,0.0,0.0,id_not_found
en-OBF-019,Smoliv,Obsidian Flames,5605537,,,0.0,0.0,id_not_found
en-OBF-020,Dolliv,Obsidian Flames,5605538,,,0.0,0.0,id_not_found
en-OBF-022,Toedscruel ex,Obsidian Flames,5605540,,,0.0,0.0,id_not_found
en-OBF-023,Capsakid,Obsidian Flames,5605541,,,0.0,0.0,id_not_found
en-OBF-028,Vulpix,Obsidian Flames,5605546,,,0.0,0.0,id_not_found
en-OBF-031,Numel,Obsidian Flames,5605549,,,0.0,0.0,id_not_found
en-OBF-036,Litwick,Obsidian Flames,5605555,,,0.0,0.0,id_not_found
en-OBF-038,Chandelure,Obsidian Flames,5605557,,,0.0,0.0,id_not_found
en-OBF-037,Lampent,Obsidian Flames,5605556,,,0.0,0.0,id_not_found
en-OBF-040,Larvesta,Obsidian Flames,5605558,,,0.0,0.0,id_not_found
en-OBF-045,Lapras,Obsidian Flames,5605563,,,0.0,0.0,id_not_found
en-OBF-046,Carvanha,Obsidian Flames,5605564,,,0.0,0.0,id_not_found
en-OBF-047,Sharpedo,Obsidian Flames,5605565,,,0.0,0.0,id_not_found
en-OBF-052,Seismitoad,Obsidian Flames,5605570,,,0.0,0.0,id_not_found
en-OBF-054,Beartic,Obsidian Flames,5605572,,,0.0,0.0,id_not_found
en-OBF-062,Palafin,Obsidian Flames,5704610,,,0.0,0.0,id_not_found
en-OBF-064,Magneton,Obsidian Flames,5605582,,,0.0,0.0,id_not_found
en-OBF-067,Tynamo,Obsidian Flames,5605585,,,0.0,0.0,id_not_found
en-OBF-066,Tyranitar ex,Obsidian Flames,5605584,,,0.0,0.0,id_not_found
en-OBF-068,Eelektrik,Obsidian Flames,5605586,,,0.0,0.0,id_not_found
en-OBF-070,Thundurus,Obsidian Flames,5605588,,,0.0,0.0,id_not_found
en-OBF-073,Pawmot ex,Obsidian Flames,5605591,,,0.0,0.0,id_not_found
en-OBF-084,Togetic,Obsidian Flames,5605602,,,0.0,0.0,id_not_found
en-OBF-076,Tadbulb,Obsidian Flames,5605594,,,0.0,0.0,id_not_found
en-OBF-086,Espeon,Obsidian Flames,5605604,,,0.0,0.0,id_not_found
en-OBF-088,Granbull,Obsidian Flames,5605606,,,0.0,0.0,id_not_found
en-OBF-090,Spoink,Obsidian Flames,5605608,,,0.0,0.0,id_not_found
en-OBF-091,Grumpig,Obsidian Flames,5605609,,,0.0,0.0,id_not_found
en-OBF-094,Baltoy,Obsidian Flames,5605612,,,0.0,0.0,id_not_found
en-OBF-096,Vespiquen ex,Obsidian Flames,5605614,,,0.0,0.0,id_not_found
en-OBF-101,Houndstone,Obsidian Flames,5605619,,,0.0,0.0,id_not_found
en-OBF-102,Houndstone ex,Obsidian Flames,5605620,,,0.0,0.0,id_not_found
en-OBF-103,Diglett,Obsidian Flames,5605621,,,0.0,0.0,id_not_found
en-OBF-104,Dugtrio,Obsidian Flames,5605622,,,0.0,0.0,id_not_found
en-OBF-107,Nosepass,Obsidian Flames,5605625,,,0.0,0.0,id_not_found
en-OBF-114,Crabrawler,Obsidian Flames,5605632,,,0.0,0.0,id_not_found
en-OBF-115,Crabominable,Obsidian Flames,5605633,,,0.0,0.0,id_not_found
en-OBF-116,Rockruff,Obsidian Flames,5605634,,,0.0,0.0,id_not_found
en-OBF-118,Toedscool,Obsidian Flames,5605636,,,0.0,0.0,id_not_found
en-OBF-120,Klawf ex,Obsidian Flames,5605638,,,0.0,0.0,id_not_found
en-OBF-129,Paldean Clodsire,Obsidian Flames,5605647,,,0.0,0.0,id_not_found
en-OBF-131,Houndour,Obsidian Flames,5605649,,,0.0,0.0,id_not_found
en-OBF-136,Darkrai,Obsidian Flames,8091524,,,0.0,0.0,id_not_found
en-OBF-137,Inkay,Obsidian Flames,5605655,,,0.0,0.0,id_not_found
en-OBF-138,Malamar,Obsidian Flames,5605656,,,0.0,0.0,id_not_found
en-OBF-141,Scizor,Obsidian Flames,5605659,,,0.0,0.0,id_not_found
en-OBF-143,Mawile,Obsidian Flames,5605661,,,0.0,0.0,id_not_found
en-OBF-145,Bronzong,Obsidian Flames,5605663,,,0.0,0.0,id_not_found
en-OBF-146,Probopass,Obsidian Flames,5605664,,,0.0,0.0,id_not_found
en-OBF-148,Pawniard,Obsidian Flames,5605666,,,0.0,0.0,id_not_found
en-OBF-152,Meltan,Obsidian Flames,5605670,,,0.0,0.0,id_not_found
en-OBF-158,Dragonair,Obsidian Flames,5605676,,,0.0,0.0,id_not_found
en-OBF-159,Dragonite ex,Obsidian Flames,5605677,,,0.0,0.0,id_not_found
en-OBF-163,Pidgeotto,Obsidian Flames,5605681,,,0.0,0.0,id_not_found
en-OBF-168,Linoone,Obsidian Flames,5605686,,,0.0,0.0,id_not_found
en-OBF-171,Herdier,Obsidian Flames,5605689,,,0.0,0.0,id_not_found
en-OBF-172,Stoutland,Obsidian Flames,5605690,,,0.0,0.0,id_not_found
en-OBF-177,Gumshoos,Obsidian Flames,5605695,,,0.0,0.0,id_not_found
en-OBF-178,Skwovet,Obsidian Flames,5605696,,,0.0,0.0,id_not_found
en-OBF-176,Yungoos,Obsidian Flames,5605694,,,0.0,0.0,id_not_found
en-OBF-180,Lechonk,Obsidian Flames,5605698,,,0.0,0.0,id_not_found
en-OBF-188,Geeta,Obsidian Flames,5605706,,,0.0,0.0,id_not_found
en-OBF-187,Brassius,Obsidian Flames,5605705,,,0.0,0.0,id_not_found
en-OBF-189,Letter of Encouragement,Obsidian Flames,10909602,,,0.0,0.0,id_not_found
en-OBF-191,Patrol Cap,Obsidian Flames,5605709,,,0.0,0.0,id_not_found
en-OBF-197,Vengeful Punch,Obsidian Flames,5605715,,,0.0,0.0,id_not_found
en-OBF-199,Ninetales,Obsidian Flames,5605717,,,0.0,0.0,id_not_found
en-OBF-200,Palafin,Obsidian Flames,5605718,,,0.0,0.0,id_not_found
en-OBF-201,Bellibolt,Obsidian Flames,5605719,,,0.0,0.0,id_not_found
en-OBF-205,Scizor,Obsidian Flames,5605723,,,0.0,0.0,id_not_found
en-OBF-209,Lechonk,Obsidian Flames,5605727,,,0.0,0.0,id_not_found
en-OBF-210,Eiscue ex,Obsidian Flames,5605728,,,0.0,0.0,id_not_found
en-OBF-215,Charizard ex,Obsidian Flames,5605733,,,0.0,0.0,id_not_found
en-OBF-216,Revavroom ex,Obsidian Flames,5605734,,,0.0,0.0,id_not_found
en-OBF-222,Eiscue ex,Obsidian Flames,5605740,,,0.0,0.0,id_not_found
en-OBF-223,Charizard ex,Obsidian Flames,5605741,,,0.0,0.0,id_not_found
en-OBF-224,Revavroom ex,Obsidian Flames,5605742,,,0.0,0.0,id_not_found
en-OBF-226,Geeta,Obsidian Flames,5605744,,,0.0,0.0,id_not_found
en-OBF-230,Basic Fire Energy,Obsidian Flames,5605748,,,0.0,0.0,id_not_found
en-PAF-007,Charmander,Paldean Fates,6276926,,,0.0,0.0,id_not_found
en-PAF-008,Charmeleon,Paldean Fates,6276927,,,0.0,0.0,id_not_found
en-PAF-009,Magmar,Paldean Fates,6276928,,,0.0,0.0,id_not_found
en-PAF-014,Charcadet,Paldean Fates,6276933,,,0.0,0.0,id_not_found
en-PAF-013,Heat Rotom,Paldean Fates,6276932,,,0.0,0.0,id_not_found
en-PAF-020,Chinchou,Paldean Fates,6276939,,,0.0,0.0,id_not_found
en-PAF-021,Lanturn,Paldean Fates,6276940,,,0.0,0.0,id_not_found
en-PAF-022,Kilowattrel,Paldean Fates,6276941,,,0.0,0.0,id_not_found
en-PAF-023,Exeggcute,Paldean Fates,6276943,,,0.0,0.0,id_not_found
en-PAF-027,Ralts,Paldean Fates,6276946,,,0.0,0.0,id_not_found
en-PAF-029,Gardevoir,Paldean Fates,6276948,,,0.0,0.0,id_not_found
en-PAF-028,Kirlia,Paldean Fates,6276947,,,0.0,0.0,id_not_found
en-PAF-030,Chimecho,Paldean Fates,6276949,,,0.0,0.0,id_not_found
en-PAF-038,Fidough,Paldean Fates,6276957,,,0.0,0.0,id_not_found
en-PAF-042,Greavard,Paldean Fates,6276961,,,0.0,0.0,id_not_found
en-PAF-043,Houndstone,Paldean Fates,6276962,,,0.0,0.0,id_not_found
en-PAF-044,Gimmighoul,Paldean Fates,6276963,,,0.0,0.0,id_not_found
en-PAF-045,Mankey,Paldean Fates,6276964,,,0.0,0.0,id_not_found
en-PAF-052,Grapploct,Paldean Fates,6276971,,,0.0,0.0,id_not_found
en-PAF-056,Haunter,Paldean Fates,6276975,,,0.0,0.0,id_not_found
en-PAF-059,Paldean Clodsire,Paldean Fates,6276978,,,0.0,0.0,id_not_found
en-PAF-064,Varoom,Paldean Fates,6276983,,,0.0,0.0,id_not_found
en-PAF-065,Revavroom,Paldean Fates,6276984,,,0.0,0.0,id_not_found
en-PAF-066,Iron Treads,Paldean Fates,6276985,,,0.0,0.0,id_not_found
en-PAF-067,Gholdengo,Paldean Fates,6276986,,,0.0,0.0,id_not_found
en-PAF-073,Tandemaus,Paldean Fates,6276992,,,0.0,0.0,id_not_found
en-PAF-074,Maushold,Paldean Fates,6276993,,,0.0,0.0,id_not_found
en-PAF-075,Squawkabilly,Paldean Fates,6276994,,,0.0,0.0,id_not_found
en-PAF-083,Nemona's Backpack,Paldean Fates,6277239,,,0.0,0.0,id_not_found
en-PAF-084,Nest Ball,Paldean Fates,6277003,,,0.0,0.0,id_not_found
en-PAF-085,Paldean Student,Paldean Fates,6277004,,,0.0,0.0,id_not_found
en-PAF-090,Technical Machine: Crisis Punch,Paldean Fates,6277008,,,0.0,0.0,id_not_found
en-PAF-091,Ultra Ball,Paldean Fates,6277009,,,0.0,0.0,id_not_found
en-PAF-093,Gloom,Paldean Fates,6277011,,,0.0,0.0,id_not_found
en-PAF-097,Skiploom,Paldean Fates,6277015,,,0.0,0.0,id_not_found
en-PAF-104,Arboliva,Paldean Fates,6277022,,,0.0,0.0,id_not_found
en-PAF-105,Toedscool,Paldean Fates,6277023,,,0.0,0.0,id_not_found
en-PAF-106,Capsakid,Paldean Fates,6277024,,,0.0,0.0,id_not_found
en-PAF-107,Scovillain,Paldean Fates,6277025,,,0.0,0.0,id_not_found
en-PAF-110,Charmeleon,Paldean Fates,6277028,,,0.0,0.0,id_not_found
en-PAF-114,Charcadet,Paldean Fates,6277032,,,0.0,0.0,id_not_found
en-PAF-121,Wiglett,Paldean Fates,6277040,,,0.0,0.0,id_not_found
en-PAF-122,Wugtrio,Paldean Fates,6277041,,,0.0,0.0,id_not_found
en-PAF-126,Dondozo,Paldean Fates,6277045,,,0.0,0.0,id_not_found
en-PAF-129,Arctibax,Paldean Fates,6277048,,,0.0,0.0,id_not_found
en-PAF-132,Raichu,Paldean Fates,6277051,,,0.0,0.0,id_not_found
en-PAF-137,Luxray,Paldean Fates,6277056,,,0.0,0.0,id_not_found
en-PAF-143,Pawmo,Paldean Fates,6277062,,,0.0,0.0,id_not_found
en-PAF-144,Pawmot,Paldean Fates,6277063,,,0.0,0.0,id_not_found
en-PAF-145,Wattrel,Paldean Fates,6277064,,,0.0,0.0,id_not_found
en-PAF-146,Kilowattrel,Paldean Fates,6277065,,,0.0,0.0,id_not_found
en-PAF-147,Wigglytuff,Paldean Fates,6277066,,,0.0,0.0,id_not_found
en-PAF-148,Abra,Paldean Fates,6277067,,,0.0,0.0,id_not_found
en-PAF-155,Drifloon,Paldean Fates,6277074,,,0.0,0.0,id_not_found
en-PAF-156,Drifblim,Paldean Fates,6277075,,,0.0,0.0,id_not_found
en-PAF-157,Mime Jr.,Paldean Fates,6277076,,,0.0,0.0,id_not_found
en-PAF-163,Rabsca,Paldean Fates,6277082,,,0.0,0.0,id_not_found
en-PAF-166,Tinkatuff,Paldean Fates,6277085,,,0.0,0.0,id_not_found
en-PAF-165,Tinkatink,Paldean Fates,6277084,,,0.0,0.0,id_not_found
en-PAF-167,Tinkaton,Paldean Fates,6277086,,,0.0,0.0,id_not_found
en-PAF-176,Nacli,Paldean Fates,6277095,,,0.0,0.0,id_not_found
en-PAF-177,Naclstack,Paldean Fates,6277096,,,0.0,0.0,id_not_found
en-PAF-179,Glimmet,Paldean Fates,6277098,,,0.0,0.0,id_not_found
en-PAF-180,Paldean Wooper,Paldean Fates,6277099,,,0.0,0.0,id_not_found
en-PAF-181,Murkrow,Paldean Fates,6277100,,,0.0,0.0,id_not_found
en-PAF-182,Sneasel,Paldean Fates,6277101,,,0.0,0.0,id_not_found
en-PAF-187,Kingambit,Paldean Fates,6277106,,,0.0,0.0,id_not_found
en-PAF-190,Grafaiai,Paldean Fates,6277109,,,0.0,0.0,id_not_found
en-PAF-196,Pidgey,Paldean Fates,6277115,,,0.0,0.0,id_not_found
en-PAF-199,Doduo,Paldean Fates,6277118,,,0.0,0.0,id_not_found
en-PAF-202,Snorlax,Paldean Fates,6277121,,,0.0,0.0,id_not_found
en-PAF-206,Greedent,Paldean Fates,6277125,,,0.0,0.0,id_not_found
en-PAF-211,Flamigo,Paldean Fates,6277130,,,0.0,0.0,id_not_found
en-PAF-213,Toedscruel,Paldean Fates,6277132,,,0.0,0.0,id_not_found
en-PAF-214,Espathra,Paldean Fates,6277133,,,0.0,0.0,id_not_found
en-PAF-216,Mew,Paldean Fates,6277135,,,0.0,0.0,id_not_found
en-PAF-217,Gardevoir,Paldean Fates,6277136,,,0.0,0.0,id_not_found
en-PAF-221,Pidgeot,Paldean Fates,6277140,,,0.0,0.0,id_not_found
en-PAF-224,Wugtrio,Paldean Fates,6277143,,,0.0,0.0,id_not_found
en-PAF-229,Nemona,Paldean Fates,6277148,,,0.0,0.0,id_not_found
en-PAF-233,Gardevoir,Paldean Fates,6277152,,,0.0,0.0,id_not_found
en-PAF-232,Mew,Paldean Fates,6277151,,,0.0,0.0,id_not_found
en-PAF-234,Charizard,Paldean Fates,6277153,,,0.0,0.0,id_not_found
en-PAF-241,Chi-Yu,Paldean Fates,6277160,,,0.0,0.0,id_not_found
en-PAF-242,Chien-Pao,Paldean Fates,6277161,,,0.0,0.0,id_not_found
en-PAF-243,Miraidon,Paldean Fates,6277162,,,0.0,0.0,id_not_found
en-PAL-001,Hoppip,Paldea Evolved,5287289,,,0.0,0.0,id_not_found
en-PAL-002,Skiploom,Paldea Evolved,5287291,,,0.0,0.0,id_not_found
en-PAL-010,Snover,Paldea Evolved,5287299,,,0.0,0.0,id_not_found
en-PAL-012,Sprigatito,Paldea Evolved,5287301,,,0.0,0.0,id_not_found
en-PAL-013,Sprigatito,Paldea Evolved,5287302,,,0.0,0.0,id_not_found
en-PAL-014,Floragato,Paldea Evolved,5287303,,,0.0,0.0,id_not_found
en-PAL-015,Meowscarada ex,Paldea Evolved,5287304,,,0.0,0.0,id_not_found
en-PAL-022,Bramblin,Paldea Evolved,5287311,,,0.0,0.0,id_not_found
en-PAL-023,Bramblin,Paldea Evolved,5287312,,,0.0,0.0,id_not_found
en-PAL-026,Rellor,Paldea Evolved,5287315,,,0.0,0.0,id_not_found
en-PAL-029,Fletchinder,Paldea Evolved,5287318,,,0.0,0.0,id_not_found
en-PAL-032,Pyroar,Paldea Evolved,5287321,,,0.0,0.0,id_not_found
en-PAL-035,Fuecoco,Paldea Evolved,5287324,,,0.0,0.0,id_not_found
en-PAL-041,Paldean Tauros,Paldea Evolved,5287330,,,0.0,0.0,id_not_found
en-PAL-043,Gyarados,Paldea Evolved,5287332,,,0.0,0.0,id_not_found
en-PAL-045,Azumarill,Paldea Evolved,5287334,,,0.0,0.0,id_not_found
en-PAL-052,Quaquaval ex,Paldea Evolved,5287341,,,0.0,0.0,id_not_found
en-PAL-053,Cetoddle,Paldea Evolved,5287342,,,0.0,0.0,id_not_found
en-PAL-054,Cetoddle,Paldea Evolved,5287343,,,0.0,0.0,id_not_found
en-PAL-064,Raichu,Paldea Evolved,5287353,,,0.0,0.0,id_not_found
en-PAL-066,Voltorb,Paldea Evolved,5287355,,,0.0,0.0,id_not_found
en-PAL-068,Shinx,Paldea Evolved,5287357,,,0.0,0.0,id_not_found
en-PAL-074,Pawmi,Paldea Evolved,5287363,,,0.0,0.0,id_not_found
en-PAL-075,Pawmo,Paldea Evolved,5287364,,,0.0,0.0,id_not_found
en-PAL-077,Tadbulb,Paldea Evolved,5287366,,,0.0,0.0,id_not_found
en-PAL-078,Tadbulb,Paldea Evolved,5287367,,,0.0,0.0,id_not_found
en-PAL-080,Wattrel,Paldea Evolved,5287369,,,0.0,0.0,id_not_found
en-PAL-083,Jigglypuff,Paldea Evolved,5287372,,,0.0,0.0,id_not_found
en-PAL-084,Wigglytuff,Paldea Evolved,5287373,,,0.0,0.0,id_not_found
en-PAL-085,Slowpoke,Paldea Evolved,5287374,,,0.0,0.0,id_not_found
en-PAL-087,Misdreavus,Paldea Evolved,5287376,,,0.0,0.0,id_not_found
en-PAL-094,Oranguru,Paldea Evolved,5287383,,,0.0,0.0,id_not_found
en-PAL-093,Dedenne ex,Paldea Evolved,5287382,,,0.0,0.0,id_not_found
en-PAL-096,Palossand,Paldea Evolved,5287384,,,0.0,0.0,id_not_found
en-PAL-098,Ceruledge,Paldea Evolved,5287387,,,0.0,0.0,id_not_found
en-PAL-104,Tinkatuff,Paldea Evolved,5287393,,,0.0,0.0,id_not_found
en-PAL-105,Tinkaton,Paldea Evolved,5401630,,,0.0,0.0,id_not_found
en-PAL-106,Mankey,Paldea Evolved,5287395,,,0.0,0.0,id_not_found
en-PAL-111,Pupitar,Paldea Evolved,5287400,,,0.0,0.0,id_not_found
en-PAL-114,Croagunk,Paldea Evolved,5287403,,,0.0,0.0,id_not_found
en-PAL-115,Toxicroak,Paldea Evolved,5287404,,,0.0,0.0,id_not_found
en-PAL-121,Nacli,Paldea Evolved,5287410,,,0.0,0.0,id_not_found
en-PAL-125,Glimmet,Paldea Evolved,5287414,,,0.0,0.0,id_not_found
en-PAL-127,Ting-Lu ex,Paldea Evolved,10909576,,,0.0,0.0,id_not_found
